Text,is_rule,ID,source,class_resolved,metadata
Where a system for on-site electricity generation is installed (a) reasonable provision must be made to ensure that (i) the system and its electrical output are appropriately sized for the site and available infrastructure; (ii) the system has effective controls; and (b) it must be commissioned by testing and adjusting as necessary to ensure that it produces the maximum electricity that is reasonable in the circumstances.,,370_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
On-site electricity generation systems must be commissioned to ensure that they produce as much electricity as is reasonable in the circumstances.,,372_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"For large or complex projects, a commissioning manager should be appointed.",,374_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"For ducted systems that are served by fans with a design flow rate greater than 1m3/s, ductwork leakage tests should be carried out.",,385_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
Remedial work should be carried out to achieve satisfactory performance in retests.,,387_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"replacing a heating system including the heating appliance, pipework and heat emitters), the energy performance of the whole system should be assessed, and the results documented and handed over to the building owner with the manufacturers supporting literature.",,397_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"replacing a boiler but retaining the pipework and heat emitters), the energy performance of the new components should be assessed.",,398_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
The results should be recorded and given to the building owner.,,399_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
Units should be draught-proofed.,,408_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
Insulated cavity closers should be installed where appropriate.,,409_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"Any walls, doors and windows should be insulated and draught-proofed to at least the same extent as in the existing building.",,426_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"Reasonable provision shall be made for the conservation of fuel and power in buildings by: (a) limiting heat gains and losses (i) through thermal elements and other parts of the building fabric; and (ii) from pipes, ducts and vessels used for space heating, space cooling and hot water services; (b) providing fixed building services which (i) are energy efficient to a reasonable standard; (ii) have effective controls; and (iii) are commissioned by testing and adjusting as necessary to ensure they use no more fuel and power than is reasonable in the circumstances.",,431_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"When an existing building with a total useful floor area of over 1000m2 is being extended or the habitable area is being increased, consequential improvements should be installed.",,451_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
The value of the consequential improvement works should not be less than 10 of the value of the principal works.,,452_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"All technically, functionally and economically feasible measures to improve the fabric of the building served by the service should be implemented.",,455_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
The water heater is situated centrally with a distribution system to supply water to the drawoff points and has a capacity greater than 300 litres.,,456_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
The water heater is close to the draw-off points and has a storage capacity no greater than 100 litres.,,463_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
The annual energy savings should be estimated using the National Calculation Methodology Modelling Guide.,,465_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
The energy prices that are current when the application is made to the building control body should be used when evaluating energy savings.,,466_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"The area of sloping surfaces such as staircases, galleries, raked auditoria and tiered terraces should be taken as their area on plan.",,470_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"Areas that are not enclosed, such as open floors, covered ways and balconies, should be excluded.",,471_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"If the parasitic energy use is unknown, an allowance of 0.3W/m2 should be made for any control system.",,473_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"C3  Two versions of the BRUKL report should be produced, using the approved software.",,475_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
C4  The as-built BRUKL report should be signed by the energy assessor to confirm that the as-built calculations are accurate.,,476_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
The area of windows and roof windows (but excluding display windows) within the area served exceeds 40 of the facade area.,,495_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"Both:the area of rooflights exceeds 20 of the area of the roof, and the design solar load exceeds 25W/m2.",,496_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
The design solar load should be reduced by at least 20%.,,499_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
The effective g-value should be no worse than 0.3.,,350_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
Requirements for accessibility should be balanced against preserving historic buildings or environments.,,7_UK_DocM_V1_AccessAndUseOfBuildings,classification,,
"Reasonable provision should be made for people to (a) gain access to; and (b) use, the dwelling and its facilities.",,9_UK_DocM_V1_AccessAndUseOfBuildings,classification,,
"The approach route should be safe and convenient for everyone, including older and disabled people and some wheelchair users.",,13_UK_DocM_V1_AccessAndUseOfBuildings,classification,,
"The approach route should be level, gently sloping, or, where necessary, ramped.",,15_UK_DocM_V1_AccessAndUseOfBuildings,classification,,
The approach route is a minimum of 900mm wide with a maximum cross fall of 1 in 40.,,16_UK_DocM_V1_AccessAndUseOfBuildings,classification,,
" Where a driveway forms all, or part of, the approach route, an additional allowance of at least 900mm wide should be provided so that a wheelchair user can pass a parked car.",,17_UK_DocM_V1_AccessAndUseOfBuildings,classification,,
Individual flights are: for gradients up to 1:15  not more than 10m long; for gradients up to 1:12  not more than 5m long.,,18_UK_DocM_V1_AccessAndUseOfBuildings,classification,,
Every flight has a minimum clear width of 900mm.,,20_UK_DocM_V1_AccessAndUseOfBuildings,classification,,
No individual flight has a rise of more than 1800mm between landings.,,21_UK_DocM_V1_AccessAndUseOfBuildings,classification,,
"Where a lift is provided, it should be suitable for a wheelchair user.",,22_UK_DocM_V1_AccessAndUseOfBuildings,classification,,
The load capacity is at least 400kg.,,23_UK_DocM_V1_AccessAndUseOfBuildings,classification,,
The system can be overridden by a door reactivating device that relies on appropriate electronic methods (but not a door edge pressure system); provided that the lift door remains fully open for at least three seconds.,,24_UK_DocM_V1_AccessAndUseOfBuildings,classification,,
"When the lift serves more than three storeys, it provides visual and audible indicators to identify the floor reached.",,25_UK_DocM_V1_AccessAndUseOfBuildings,classification,,
"To provide easy access between rooms on the entrance storey, a stepped change of level within the entrance storey should be avoided where possible.",,27_UK_DocM_V1_AccessAndUseOfBuildings,classification,,
